catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
N2410	E10	6	136849-88-2	Macranthoidin B	1399.53	C65H106O32	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)O	True	False	False	False	CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC45C)C3(C)CO)OCC(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	1398.6667212319994	1399.5310000000015	C65H106O32	71307567
N2417	E11	6	58749-22-7	Licochalcone A	338.39	C21H22O4	CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O	True	False	False	False	C=CC(C)(C)c1cc(C=CC(=O)c2ccc(O)cc2)c(OC)cc1O	338.15180918399994	338.4030000000001	C21H22O4	5318998
N2419	F01	6	6873-13-8	Phellodendrine	342.41	C20H24NO4	C[N+]12CCC3=CC(=C(C=C3C1CC4=CC(=C(C=C4C2)OC)O)O)OC	True	False	False	False	COc1cc2c(cc1O)CC1c3cc(O)c(OC)cc3CC[N+]1(C)C2	342.1699846680899	342.415	C20H24NO4+	3081405
N2421	F02	6	61371-55-9	Griffonilide	168.04	C8H8O4	C1=CC2=CC(=O)OC2C(C1O)O	True	False	False	False	Oc1ccc2c(c1O)OC(O)C2	168.042258736	168.14799999999997	C8H8O4	100341
N2424	F03	6	5058-13-9	Columbianadin	328.35	C19H20O5	CC=C(C)C(=O)OC(C)(C)C1CC2=C(O1)C=CC3=C2OC(=O)C=C3	True	False	False	False	CC=C(C)C(=O)OC(C)(C)C1Cc2c(ccc3ccc(=O)oc23)O1	328.13107374	328.36400000000003	C19H20O5	6436246
N2425	F04	6	33289-85-9	Dipsacoside B	1074.56	C53H86O22	O=C([C@]12[C@H](CC(C)(C)CC2)C3=CC[C@@H]([C@](CC4)(C)[C@@H]5[C@@](CO)(C)[C@H]4O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@](CC5)(C)[C@]3(C)CC1)O[C@@H]([C@@H]([C@H]8O)O)O[C@H](CO[C@@H]([C@@H]([C@H]9O)O)O[C@H](CO)[C@H]	False	False	False	True	CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC45C)C3(C)CO)OCC(O)C2O)C(O)C(O)C1O	1074.5610743920006	1075.249000000001	C53H86O22	21627940
N2429	F05	6	104777-68-6	Plantamajoside	640.2	C29H36O16	OC1=CC(/C=C/C(O[C@H]([C@H](O[C@@H](OCCC2=CC(O)=C(O)C=C2)[C@@H]3O)CO)[C@@H]3O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=O)=CC=C1O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1C(CO)OC(OCCc2ccc(O)c(O)c2)C(O)C1OC1OC(CO)C(O)C(O)C1O	640.2003350719999	640.5910000000003	C29H36O16	5281788
N2434	F06	6	55290-63-6	Atractylodin	182.21	C13H10O	CC=CC#CC#CC=CC1=CC=CO1	True	False	False	False	CC=CC#CC#CC=Cc1ccco1	182.07316494	182.22199999999998	C13H10O	5321047
N2443	F07	6	1818-71-9	Crotonoside	283.09	C10H13O5N5	C1=NC2=C(NC(=O)N=C2N1C3C(C(C(O3)CO)O)O)N	True	False	False	False	N=c1[nH]c(=O)[nH]c2c1ncn2C1OC(CO)C(O)C1O	283.091668516	283.24399999999997	C10H13N5O5	65085
N2444	F08	6	4046-02-0	Ethyl ferulate	223.24	C12H15O4	CCOC(=O)C=CC1=CC(=C(C=C1)O)OC	True	False	False	False	CCOC(=O)C=Cc1ccc(O)c(OC)c1	222.089208928	222.23999999999998	C12H14O4	736681
N2449	F09	6	555-66-8	6-Shogaol	276.37	C17H24O3	CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC	True	False	False	False	CCCCC=CCC(=O)CCc1ccc(O)c(OC)c1	276.172544628	276.376	C17H24O3	5281794
N2452	F10	6	122-48-5	Zingerone	194.23	C11H14O3	CC(=O)CCC1=CC(=C(C=C1)O)OC	True	False	False	False	COc1cc(CCC(C)=O)ccc1O	194.094294308	194.23	C11H14O3	31211
N2453	F11	6	6873-09-2	Epiberberine	336.12	C20H18NO4	COC1=C(C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(C4=C3)OCO5)OC	True	False	False	False	COc1cc2c(cc1OC)-c1cc3ccc4c(c3c[n+]1CC2)OCO4	336.1230344760899	336.3670000000001	C20H18NO4+	160876
N2455	G01	6	6859-01-4	Isorhynchophylline	384.47	C22H28N2O4	CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O	True	False	False	False	CCC1CN2CCC3(C(=O)Nc4ccccc43)C2CC1C(=COC)C(=O)OC	384.204907376	384.47600000000006	C22H28N2O4	3037048
N2456	G02	6	57-10-3	Palmitic acid	256.42	C16H32O2	CCCCCCCCCCCCCCCC(=O)O	True	False	False	False	CCCCCCCCCCCCCCCC(=O)O	256.240230264	256.4299999999999	C16H32O2	985
N2465	G03	6	495-31-8	Nodakenin	408.14	C20H24O9	O[C@H]([C@H]1O)[C@@H](O[C@H](CO)[C@H]1O)OC(C)(C)[C@@H]2OC3=C(C=C(C=C4)C(OC4=O)=C3)C2	True	False	False	False	CC(C)(OC1OC(CO)C(O)C(O)C1O)C1Cc2cc3ccc(=O)oc3cc2O1	408.14203234799993	408.4030000000002	C20H24O9	73191
N2466	G04	6	99-50-3	3,4-Dihydroxybenzoic acid	154.03	C7H6O4	C1=CC(=C(C=C1C(=O)O)O)O	True	False	False	False	O=C(O)c1ccc(O)c(O)c1	154.026608672	154.12099999999998	C7H6O4	72
N2473	G05	6	20702-77-6	Neosperidin dihydrochalcone	612.21	C28H36O15	OC1=CC(CCC(C2=C(O)C=C(O[C@@H]([C@H](O[C@H]([C@@H](O)[C@H](O)[C@@H](CO)O3)[C@H]3O)O[C@@H](C)[C@@H]4O)[C@@H]4O)C=C2O)=O)=CC=C1OC	True	False	False	False	COc1ccc(CCC(=O)c2c(O)cc(OC3C(OC4C(O)OC(CO)C(O)C4O)OC(C)C(O)C3O)cc2O)cc1O	612.2054204519998	612.5810000000002	C28H36O15	30231
N2475	G06	6	19083-00-2	Gracillin	885.05	C45H72O17	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	True	False	False	False	CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	884.4769508440002	885.0540000000005	C45H72O17	159861
N2476	G07	6	55576-66-4	Agrimol B	682.75	C37H46O12	CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(=C(C(=C2O)C(=O)C(C)CC)O)CC3=C(C(=C(C(=C3O)C)OC)C(=O)CCC)O)O)O)C)OC	True	False	False	False	CCCC(=O)c1c(O)c(Cc2c(O)c(Cc3c(O)c(C)c(OC)c(C(=O)CCC)c3O)c(O)c(C(=O)C(C)CC)c2O)c(O)c(C)c1OC	682.298926912	682.7630000000003	C37H46O12	194000
N2479	G08	6	104112-82-5	Phellodendrine chloride	377.85	C20H24NO4Cl	COC1=C(O)C=C([C@@](CC(C=C(O)C(OC)=C2)=C2C3)([H])[N+]3(C)CC4)C4=C1.[Cl-]	True	False	False	False	COc1cc2c(cc1O)CC1c3cc(O)c(OC)cc3CC[N+]1(C)C2	342.16998466809	342.41500000000013	C20H24NO4+	59818
N2485	G09	6	61825-98-7	Sipeimine	429.64	C27H43NO3	C[C@H]1CC[C@@]2([H])[C@@](C)(O)[C@]3([H])CC[C@@]4([H])[C@]5([H])CC([C@@]6([H])C[C@@H](O)CC[C@]6(C)[C@@]5([H])C[C@@]4([H])[C@]3([H])CN2C1)=O	True	False	False	False	CC1CCC2N(C1)CC1C3CC4C(CC(=O)C5CC(O)CCC54C)C3CCC1C2(C)O	429.324294236	429.64500000000027	C27H43NO3	442977
N2487	G10	6	528-48-3	Fisetin	286.05	C15H10O6	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O	True	False	False	False	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12	286.04773803999996	286.239	C15H10O6	5281614
N2491	G11	6	1415-73-2	Aloin	418.13	C21H22O9	C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2C4C(C(C(C(O4)CO)O)O)O)CO)O	True	False	False	False	OCc1cc(O)c2c(O)c3c(O)cccc3c(C3OC(CO)C(O)C(O)C3O)c2c1	418.1263822839998	418.3980000000001	C21H22O9	12305761
N2499	H01	6	94079-81-9	Poliumoside	770.73	C35H46O19	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)C)O)O)O)OC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O	True	False	False	False	CC1OC(OCC2OC(OCCc3ccc(O)c(O)c3)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O	770.2633292520001	770.7340000000005	C35H46O19	179744
N2505	H02	6	149-64-4	Scopolamine butylbromide	440.37	C25H38NO4Br	C[N@+]1(CCCC)[C@@H](C2)[C@@H]3O[C@@H]3[C@H]1C[C@H]2OC([C@H](C4=CC=CC=C4)CO)=O.[Br-]	True	False	False	False	CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	360.2169348600899	360.47400000000005	C21H30NO4+	6852391
N2508	H03	6	524-17-4	Dauricine	624.32	C38H44N2O6	CN([C@@H]1CC2=CC=C(O)C(OC3=CC=C(C[C@H]4C(C=C(OC)C(OC)=C5)=C5CCN4C)C=C3)=C2)CCC6=C1C=C(OC)C(OC)=C6	True	False	False	False	COc1cc2c(cc1OC)C(Cc1ccc(Oc3cc(CC4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2	624.319937128	624.7780000000002	C38H44N2O6	73400
N2516	H04	6	55033-90-4	Isorhamnetin-3-O-neohespeidoside	624.55	C28H32O16	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)CO)O)O)O)O)O	True	False	False	False	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O	624.169034944	624.5480000000006	C28H32O16	11664505
N2524	H05	6	218916-52-0	5,15-Diacetyl-3-benzoyllathyrol	522.63	C31H38O7	CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C(C(=C)CCC4C(C4(C)C)C=C(C2=O)C)OC(=O)C)OC(=O)C	True	False	False	False	C=C1CCC2C(=CC(C)C(=O)C3(OC(C)=O)CC(C)C(OC(=O)c4ccccc4)C3C1OC(C)=O)C2(C)C	522.2617535559999	522.6380000000004	C31H38O7	78384799
N2535	H06	6	520-27-4	Diosimin	608.17	C28H32O15	O[C@@H]([C@@H]([C@H]1O)O)[C@@H](CO[C@H]([C@@H]([C@@H]2O)O)O[C@@H](C)[C@@H]2O)O[C@H]1OC3=CC(O)=C4C(OC(C(C=C5O)=CC=C5OC)=CC4=O)=C3	True	False	False	False	COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O	608.1741203239999	608.5490000000003	C28H32O15	5281613
N2542	H07	6	81740-07-0	Praeruptorin B	426.17	C24H26O7	O=C(/C(C)=C/C)O[C@@H]1C(C)(C)OC2=CC=C(C=C3)C(OC3=O)=C2[C@@H]1OC(/C(C)=C/C)=O	True	False	False	False	CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)C(C)=CC	426.1678531719999	426.46500000000026	C24H26O7	5319259
N2561	H08	6	72063-39-9	Spinosin	608.54	C28H32O15	COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O	True	False	False	False	COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	608.1741203239999	608.5490000000003	C28H32O15	155692
N2570	H09	6	114-49-8	Scopolamine hydrobromide	384.26	C17H22BrNO4	O=C([C@@H](C1=CC=CC=C1)CO)O[C@H]2C[C@H]3N(C)[C@@H](C2)[C@@H]4O[C@@H]43.Br	True	False	False	False	CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	303.147058152	303.358	C17H21NO4	6603108
N2574	H10	6	42719-32-4	Pedunculoside	650.84	C36H58O10	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O	True	False	False	False	CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1(C)O	650.402998056	650.8500000000005	C36H58O10	14286954
N2575	H11	6	54522-52-0	Methyl protodioscin	1063.23	C52H82O22	CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)OC	True	False	False	False	COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C	1062.5610743920001	1063.2380000000003	C52H86O22	11263254
N2577	A01	7	6138-41-6	Trigonelline Hydrochloride	173.6	C7H8ClNO2	C[N+]1=CC=CC(=C1)C(=O)O.[Cl-]	True	False	False	False	C[n+]1cccc(C(=O)O)c1	138.05495491609	138.146	C7H8NO2+	134606
N2584	B01	7	635-65-4	Bilirubin	584.66	C33H36N4O	CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C	True	False	False	False	C=Cc1c(C=c2[nH]c(=Cc3[nH]c(C=c4[nH]c(O)c(C=C)c4=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)[nH]c(O)c1C	584.2634848719999	584.6730000000002	C33H36N4O6	5280352
N2586	C01	7	67979-25-3	Aurantio-obtusin	330.28	C17H14O7	CC1=C(C(=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)OC)O)OC)O	True	False	False	False	COc1c(O)cc2c(c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O	330.07395278799993	330.29200000000003	C17H14O7	155011
N2588	D01	7	96990-18-0	Momordin Ic	764.93	C41H64O13	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(CO7)O)O)O)O)C)C)C2C1)C)C(=O)O)C	True	False	False	False	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1	764.434692108	764.9500000000003	C41H64O13	176596
N2589	E01	7	473-08-5	α-Cyperone	218.33	C15H22O	CC1=C2CC(CCC2(CCC1=O)C)C(=C)C	True	False	False	False	C=C(C)C1C=C2C(C)C(=O)CCC2(C)CC1	218.167065324	218.33999999999995	C15H22O	6452086
N2591	F01	7	64439-81-2	10-Hydroxycamptothecin	364.35	C20H16N2O5	O[C@@]1(CC)C2=C(COC1=O)C(N(CC3=C4N=C(C=C5)C(C=C5O)=C3)C4=C2)=O	True	False	False	False	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1	364.105921612	364.3570000000001	C20H16N2O5	4330531
N2641	G01	7	82373-94-2	2,3,5,4-tetrahydroxyl diphenylethylene-2-o-glucoside	406.38	C20H22O9	C1=CC(=CC=C1C=CC2=CC(=CC(=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O	True	False	False	False	OCC1OC(Oc2c(O)cc(O)cc2C=Cc2ccc(O)cc2)C(O)C(O)C1O	406.1263822839998	406.38700000000006	C20H22O9	5321884
N2643	H01	7	517-89-5	Shikonin	288.31	C16H16O5	CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C	True	False	False	False	CC(C)=CCC(=O)c1cc(O)c2c(O)ccc(O)c2c1O	288.099773612	288.29900000000004	C16H16O5	479503
N2655	A02	7	58546-56-8	Schisantherin A	536.57	C30H32O9	CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C(C1(C)O)OC(=O)C5=CC=CC=C5)OC)OC)OC)OC)OCO3	True	False	False	False	COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)(O)C2OC(=O)c1ccccc1	536.2046326039998	536.5770000000002	C30H32O9	151529
N2660	B02	7	546-43-0	Alantolactone	232.31	C15H20O2	CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C	True	False	False	False	C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12	232.14632988	232.32299999999995	C15H20O2	72724
N2706	C02	7	94-07-5	Synephrine	167.21	C9H13NO2	CNCC(C1=CC=C(C=C1)O)O	True	False	False	False	CNCC(O)c1ccc(O)cc1	167.094628656	167.208	C9H13NO2	7172
N2730	D02	7	9007-28-7	Chondroitin sulfate	489.45	(C14H21NO14S)n	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O	True	False	False	False	CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O	463.06318997199986	463.3700000000001	C13H21NO15S	24766
N2758	E02	7	479-98-1	Aucubin	346.33	C15H22O9	C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O	True	False	False	False	OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12	346.12638228399993	346.33200000000005	C15H22O9	91458
N2759	F02	7	3650-09-7	Carnosic acid	332.43	C20H28O4	CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O)O	True	False	False	False	CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2	332.19875937599994	332.43999999999994	C20H28O4	65126
N2761	G02	7	88206-46-6	Notopterol	354.4	C21H22O5	CC(=CC(CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)O)C	True	False	False	False	CC(C)=CC(O)CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12	354.1467238039999	354.4020000000001	C21H22O5	5320227
N2763	H02	7	107316-88-1	Demethylzeylasteral	480.59	C29H36O6	CC12CCC(CC1C3(CCC4(C5=CC(=C(C(=C5C(=O)C=C4C3(CC2)C)C=O)O)O)C)C)(C)C(=O)O	True	False	False	False	CC1(C(=O)O)CCC2(C)CCC3(C)C4=CC(=O)c5c(cc(O)c(O)c5C=O)C4(C)CCC3(C)C2C1	480.2511888719999	480.6010000000003	C29H36O6	10322911
N2771	A03	7	481-49-2	Cepharanthine	606.71	C37H38N2O6	CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3	True	False	False	False	COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C	606.272986936	606.7190000000004	C37H38N2O6	10206
N2772	B03	7	6812-81-3	Roburic acid	440.7	C30H48O2	CC1CCC2(CCC3(C(=CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C2C1C)C)C	True	False	False	False	C=C(C)C1CCC2(C)C(CC=C3C4C(C)C(C)CCC4(C)CCC32C)C1(C)CCC(=O)O	440.3654307759999	440.7120000000002	C30H48O2	12315005
N2788	C03	7	535-83-1	Trigonelline	137.05	C7H7NO2	C[N+]1=CC=CC(=C1)C(=O)[O-]	True	False	False	False	C[n+]1cccc(C(=O)[O-])c1	137.047678464	137.13799999999998	C7H7NO2	5570
N2808	D03	7	73-03-0	Cordycepin	251.24	C10H13N5O3	C1C(OC(C1O)N2C=NC3=C2N=CN=C3N)CO	True	False	False	False	N=c1[nH]cnc2c1ncn2C1OC(CO)CC1O	251.101839276	251.246	C10H13N5O3	6303
N2818	E03	7	76296-75-8	Polyphyllin VII	1049.2	C51H84O22	CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)OC	True	False	False	False	COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7O)C(OC7OC(C)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C2C1C	1048.5454243280003	1049.2110000000002	C51H84O22	46200822
N2832	F03	7	84104-71-2	Wilforlide A	454.68	C30H46O3	O[C@H]1CC[C@@]2(C)[C@](CC[C@]3(C)[C@]2([H])CC=C4[C@@]3(C)CC[C@]5(C)[C@@]4([H])C[C@@]6(C)C[C@@H]5OC6=O)([H])C1(C)C	True	False	False	False	CC12CC(OC1=O)C1(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C1C2	454.34469533199996	454.69500000000033	C30H46O3	158477
